Sentiment in Forums,Risk Level Prediction,Word Count,processed_IOCs (Indicators of Compromise),processed_Threat Actor,processed_Attack Vector,processed_Geographical Location,processed_Cleaned Threat Description,processed_Keyword Extraction,processed_Named Entities (NER),processed_Topic Modeling Labels,Threat Category,Severity Score,Suggested Defense Mechanism
0.55,1,42,,unknown,network,germany,phishing email malicious link,,group device,phishing,Phishing,1,Monitor for Phishing
0.64,2,43,,lazarus group,web,russia,phishing email malicious link,,,malware,Malware,5,Quarantine
0.84,4,43,,lazarus group,web,north korea,phishing email malicious link,,service,ransomware,Malware,2,Increase Web Security
0.58,1,45,,anonymous,network,russia,phishing email malicious link,,service,phishing,Phishing,3,Monitor for Phishing
0.53,2,44,,lazarus group,network,germany,distributed denial service attack public website,,,ransomware,Phishing,3,Monitor for Phishing
0.67,5,26,,,network,germany,distributed denial service attack public website,,,phishing,DDoS,2,Monitor for Phishing
0.88,2,37,,,network,global,phishing scam targeting corporate account,,service,ddos,Malware,2,Monitor for Phishing
0.71,1,23,,unknown,email,global,distributed denial service attack public website,,,phishing,Phishing,3,Quarantine
0.83,3,43,,unknown,network,usa,phishing email malicious link,,service,malware,DDoS,4,Quarantine
0.79,4,20,,lazarus group,email,germany,malware detected email attachment,,,ransomware,Malware,1,Increase Web Security
0.51,5,22,,anonymous,web,global,malware detected email attachment,,service,ransomware,Ransomware,1,Increase Web Security
0.99,2,42,,lazarus group,network,russia,ransomware attack network vulnerability,,,ransomware,DDoS,3,Patch Vulnerability
0.52,1,11,,lazarus group,email,north korea,ransomware attack network vulnerability,,group device,ransomware,Malware,2,Quarantine
0.98,1,43,,lazarus group,network,russia,distributed denial service attack public website,,,phishing,Malware,4,Monitor for Phishing
0.77,4,38,,lazarus group,web,north korea,malware detected email attachment,,group device,phishing,DDoS,3,Monitor for Phishing
0.98,1,46,,,web,global,phishing email malicious link,,group device,phishing,Ransomware,1,Patch Vulnerability
0.56,1,13,,anonymous,web,usa,phishing email malicious link,,,ddos,DDoS,5,Monitor for Phishing
0.75,4,21,,,network,russia,phishing email malicious link,,group device,phishing,Malware,2,Patch Vulnerability
0.58,5,35,,anonymous,network,russia,distributed denial service attack public website,,,phishing,Phishing,5,Increase Web Security
0.53,3,37,,unknown,email,russia,distributed denial service attack public website,,group device,ddos,Phishing,3,Quarantine
0.81,3,12,,lazarus group,web,north korea,phishing scam targeting corporate account,,,phishing,DDoS,1,Patch Vulnerability
0.6,2,29,,,network,global,phishing email malicious link,,group device,phishing,Malware,4,Monitor for Phishing
0.79,5,19,,anonymous,web,russia,phishing email malicious link,,,malware,Phishing,5,Patch Vulnerability
0.56,2,27,,unknown,web,russia,distributed denial service attack public website,,,ddos,Malware,4,Increase Web Security
0.67,3,36,,unknown,email,usa,distributed denial service attack public website,,,ransomware,DDoS,1,Monitor for Phishing
0.89,4,40,,lazarus group,email,usa,phishing scam targeting corporate account,,group device,phishing,Phishing,5,Increase Web Security
0.72,1,36,,anonymous,email,global,phishing scam targeting corporate account,,group device,malware,Malware,4,Increase Web Security
0.81,3,10,,,email,global,ransomware attack network vulnerability,,service,phishing,Phishing,4,Patch Vulnerability
0.82,5,15,,lazarus group,web,germany,malware detected email attachment,,service,phishing,DDoS,5,Increase Web Security
0.92,3,20,,,email,usa,phishing email malicious link,,,ransomware,Malware,1,Monitor for Phishing
0.66,5,43,,unknown,email,germany,phishing email malicious link,,,malware,Phishing,4,Increase Web Security
0.84,5,48,,,email,north korea,phishing scam targeting corporate account,,,phishing,DDoS,3,Increase Web Security
0.98,5,29,,,email,germany,phishing scam targeting corporate account,,service,ransomware,Phishing,5,Patch Vulnerability
0.87,2,30,,lazarus group,web,russia,ransomware attack network vulnerability,,group device,ddos,Phishing,2,Increase Web Security
0.74,4,30,,,email,germany,malware detected email attachment,,,ransomware,Ransomware,2,Quarantine
0.82,3,27,,lazarus group,web,global,ransomware attack network vulnerability,,,phishing,Ransomware,1,Patch Vulnerability
0.87,4,30,,unknown,network,north korea,malware detected email attachment,,group device,ransomware,DDoS,3,Patch Vulnerability
0.81,1,28,,lazarus group,web,russia,phishing email malicious link,,group device,ransomware,Ransomware,4,Monitor for Phishing
0.51,3,13,,lazarus group,web,germany,ransomware attack network vulnerability,,,ransomware,DDoS,2,Monitor for Phishing
0.6,4,22,,anonymous,email,north korea,phishing scam targeting corporate account,,,phishing,Ransomware,1,Monitor for Phishing
0.91,4,27,,,network,north korea,ransomware attack network vulnerability,,service,malware,Phishing,3,Monitor for Phishing
0.64,1,38,,unknown,network,russia,ransomware attack network vulnerability,,service,ransomware,DDoS,3,Quarantine
0.87,5,34,,lazarus group,network,germany,phishing email malicious link,,group device,ransomware,DDoS,1,Patch Vulnerability
0.69,3,22,,unknown,network,north korea,phishing scam targeting corporate account,,group device,phishing,Phishing,1,Increase Web Security
0.76,3,36,,anonymous,web,north korea,phishing scam targeting corporate account,,service,phishing,DDoS,4,Monitor for Phishing
0.53,1,28,,,network,usa,distributed denial service attack public website,,service,ddos,DDoS,1,Monitor for Phishing
0.59,5,10,,lazarus group,web,north korea,distributed denial service attack public website,,group device,ddos,Ransomware,4,Monitor for Phishing
0.98,3,47,,,web,usa,distributed denial service attack public website,,,phishing,DDoS,4,Increase Web Security
0.95,3,28,,anonymous,web,germany,phishing email malicious link,,group device,malware,Malware,5,Monitor for Phishing
0.83,3,10,,anonymous,network,germany,ransomware attack network vulnerability,,,ddos,Phishing,3,Increase Web Security
0.73,5,49,,unknown,email,germany,phishing scam targeting corporate account,,,malware,Ransomware,3,Patch Vulnerability
0.84,1,26,,lazarus group,email,global,phishing scam targeting corporate account,,group device,phishing,Ransomware,3,Patch Vulnerability
0.81,3,30,,unknown,network,germany,ransomware attack network vulnerability,,,ddos,Malware,5,Patch Vulnerability
0.78,4,31,,anonymous,email,north korea,phishing scam targeting corporate account,,service,ransomware,Phishing,4,Quarantine
0.53,5,24,,,email,russia,ransomware attack network vulnerability,,,phishing,Phishing,4,Increase Web Security
0.82,2,48,,unknown,web,usa,phishing email malicious link,,group device,ddos,Ransomware,1,Monitor for Phishing
0.88,1,48,,unknown,web,global,phishing email malicious link,,,malware,DDoS,5,Monitor for Phishing
1.0,4,41,,,network,germany,phishing email malicious link,,group device,malware,Ransomware,1,Monitor for Phishing
0.51,3,13,,unknown,network,germany,ransomware attack network vulnerability,,service,ddos,Phishing,5,Monitor for Phishing
0.87,2,41,,,email,russia,ransomware attack network vulnerability,,,malware,Malware,1,Quarantine
0.79,1,13,,lazarus group,web,russia,malware detected email attachment,,,ddos,Ransomware,2,Monitor for Phishing
0.72,5,10,,,network,global,phishing scam targeting corporate account,,,ddos,Phishing,3,Quarantine
0.56,2,42,,lazarus group,network,usa,phishing scam targeting corporate account,,,malware,Ransomware,3,Increase Web Security
0.7,2,16,,,network,germany,malware detected email attachment,,,phishing,DDoS,4,Patch Vulnerability
0.68,4,18,,anonymous,network,global,malware detected email attachment,,,ransomware,Ransomware,2,Monitor for Phishing
0.65,1,10,,anonymous,network,north korea,phishing email malicious link,,,phishing,Ransomware,3,Patch Vulnerability
0.87,4,25,,lazarus group,network,north korea,malware detected email attachment,,,ransomware,Phishing,4,Increase Web Security
0.85,4,27,,lazarus group,email,global,ransomware attack network vulnerability,,,phishing,Phishing,2,Increase Web Security
0.79,3,15,,anonymous,web,germany,distributed denial service attack public website,,,phishing,Phishing,3,Monitor for Phishing
0.97,5,11,,lazarus group,web,global,ransomware attack network vulnerability,,group device,ransomware,Ransomware,1,Increase Web Security
0.67,2,18,,,network,germany,malware detected email attachment,,service,ddos,DDoS,5,Patch Vulnerability
0.62,1,13,,,web,russia,phishing scam targeting corporate account,,,malware,Malware,2,Monitor for Phishing
0.83,5,32,,anonymous,web,global,ransomware attack network vulnerability,,,phishing,Malware,4,Quarantine
0.6,5,17,,unknown,web,germany,phishing scam targeting corporate account,,,phishing,Phishing,2,Monitor for Phishing
0.66,1,48,,,network,global,ransomware attack network vulnerability,,,phishing,Phishing,4,Patch Vulnerability
0.61,5,34,,lazarus group,network,global,phishing scam targeting corporate account,,group device,ransomware,Ransomware,2,Monitor for Phishing
0.53,3,25,,unknown,web,germany,ransomware attack network vulnerability,,,ransomware,Malware,4,Monitor for Phishing
0.91,5,44,,unknown,web,germany,phishing scam targeting corporate account,,service,ddos,Phishing,3,Patch Vulnerability
0.63,3,26,,,network,usa,distributed denial service attack public website,,service,phishing,DDoS,1,Monitor for Phishing
0.74,2,27,,,email,global,phishing email malicious link,,,ddos,DDoS,3,Monitor for Phishing
0.52,2,36,,unknown,web,north korea,ransomware attack network vulnerability,,group device,phishing,Phishing,1,Patch Vulnerability
0.85,4,24,,unknown,email,global,distributed denial service attack public website,,service,ransomware,Phishing,3,Increase Web Security
0.67,3,26,,anonymous,web,global,phishing email malicious link,,,malware,Malware,3,Patch Vulnerability
0.87,2,14,,lazarus group,email,germany,ransomware attack network vulnerability,,,malware,Malware,2,Monitor for Phishing
0.71,5,25,,anonymous,email,global,distributed denial service attack public website,,,malware,Ransomware,5,Quarantine
0.6,1,24,,,email,global,distributed denial service attack public website,,,malware,Malware,4,Quarantine
0.76,1,43,,anonymous,network,north korea,distributed denial service attack public website,,,phishing,DDoS,4,Patch Vulnerability
0.57,3,28,,anonymous,email,germany,malware detected email attachment,,,phishing,DDoS,4,Quarantine
0.72,4,17,,anonymous,email,global,phishing scam targeting corporate account,,,malware,Phishing,1,Monitor for Phishing
0.66,5,19,,anonymous,email,russia,phishing email malicious link,,,phishing,Malware,4,Monitor for Phishing
0.96,3,14,,lazarus group,web,usa,phishing scam targeting corporate account,,,phishing,Ransomware,4,Patch Vulnerability
0.53,1,35,,lazarus group,email,north korea,phishing scam targeting corporate account,,,phishing,DDoS,2,Monitor for Phishing
0.85,3,31,,unknown,web,global,phishing scam targeting corporate account,,,ddos,DDoS,3,Increase Web Security
0.59,5,32,,,email,russia,distributed denial service attack public website,,,ddos,Ransomware,4,Monitor for Phishing
0.66,2,22,,anonymous,email,global,phishing scam targeting corporate account,,,phishing,Ransomware,5,Patch Vulnerability
0.71,5,18,,unknown,network,global,malware detected email attachment,,group device,malware,DDoS,4,Increase Web Security
0.95,2,29,,unknown,web,germany,ransomware attack network vulnerability,,,phishing,DDoS,1,Increase Web Security
0.62,2,37,,unknown,email,germany,distributed denial service attack public website,,,ransomware,Ransomware,1,Quarantine
0.55,2,46,,lazarus group,web,germany,phishing email malicious link,,service,ddos,DDoS,1,Monitor for Phishing
0.66,3,33,,anonymous,web,russia,ransomware attack network vulnerability,,service,malware,Phishing,4,Patch Vulnerability
0.55,1,42,,anonymous,network,global,ransomware attack network vulnerability,,group device,malware,Phishing,2,Quarantine
0.56,3,29,,,network,usa,ransomware attack network vulnerability,,group device,ransomware,Ransomware,5,Quarantine
0.79,1,39,,anonymous,network,north korea,phishing scam targeting corporate account,,,ransomware,Malware,4,Monitor for Phishing
0.53,5,18,,anonymous,network,germany,phishing scam targeting corporate account,,,malware,Ransomware,2,Monitor for Phishing
0.52,4,26,,unknown,network,germany,distributed denial service attack public website,,group device,ransomware,Ransomware,2,Patch Vulnerability
0.86,5,45,,,network,global,phishing scam targeting corporate account,,,malware,Malware,4,Quarantine
0.68,3,23,,anonymous,network,global,phishing scam targeting corporate account,,,ransomware,Malware,4,Patch Vulnerability
0.56,3,28,,lazarus group,network,russia,phishing scam targeting corporate account,,service,ransomware,Malware,2,Quarantine
0.63,1,16,,anonymous,email,russia,distributed denial service attack public website,,,malware,Phishing,2,Quarantine
0.82,3,12,,unknown,web,germany,distributed denial service attack public website,,,phishing,DDoS,2,Quarantine
0.64,2,42,,lazarus group,network,global,malware detected email attachment,,,malware,Phishing,4,Monitor for Phishing
0.75,3,41,,unknown,network,usa,malware detected email attachment,,service,phishing,DDoS,2,Quarantine
0.56,1,20,,anonymous,web,north korea,malware detected email attachment,,,ransomware,Phishing,1,Quarantine
0.79,1,11,,lazarus group,email,global,malware detected email attachment,,,ddos,DDoS,4,Quarantine
0.66,2,35,,,web,global,ransomware attack network vulnerability,,group device,ransomware,Phishing,1,Increase Web Security
0.81,1,13,,,web,russia,ransomware attack network vulnerability,,service,phishing,Malware,3,Monitor for Phishing
0.9,4,26,,lazarus group,network,north korea,malware detected email attachment,,,ddos,Ransomware,4,Increase Web Security
0.81,5,26,,lazarus group,web,germany,malware detected email attachment,,group device,ddos,Phishing,3,Monitor for Phishing
0.65,3,37,,unknown,web,global,phishing email malicious link,,,malware,DDoS,2,Patch Vulnerability
0.63,4,39,,lazarus group,network,germany,ransomware attack network vulnerability,,,phishing,Malware,2,Increase Web Security
0.66,3,49,,unknown,network,global,phishing email malicious link,,,malware,Phishing,5,Patch Vulnerability
0.58,4,32,,anonymous,network,germany,phishing email malicious link,,service,ddos,Phishing,2,Quarantine
0.59,3,33,,unknown,network,north korea,phishing scam targeting corporate account,,,ddos,Malware,3,Patch Vulnerability
0.9,2,38,,lazarus group,web,russia,distributed denial service attack public website,,,phishing,Phishing,2,Patch Vulnerability
0.69,1,13,,lazarus group,web,north korea,ransomware attack network vulnerability,,service,ransomware,Ransomware,4,Patch Vulnerability
0.72,1,47,,anonymous,email,usa,malware detected email attachment,,service,phishing,Phishing,2,Patch Vulnerability
0.8,2,38,,lazarus group,email,russia,malware detected email attachment,,,malware,Ransomware,5,Monitor for Phishing
0.79,4,28,,lazarus group,web,north korea,distributed denial service attack public website,,,ransomware,Ransomware,2,Increase Web Security
0.53,5,36,,,email,usa,ransomware attack network vulnerability,,,malware,Malware,3,Monitor for Phishing
0.92,4,38,,,web,global,malware detected email attachment,,,phishing,Phishing,3,Monitor for Phishing
0.59,1,45,,anonymous,email,global,malware detected email attachment,,group device,ransomware,Malware,2,Monitor for Phishing
0.86,5,44,,unknown,network,germany,phishing scam targeting corporate account,,,phishing,Phishing,3,Patch Vulnerability
0.89,3,15,,,email,russia,phishing email malicious link,,,phishing,Phishing,3,Monitor for Phishing
0.86,5,32,,unknown,network,global,malware detected email attachment,,service,ddos,DDoS,5,Increase Web Security
0.79,4,48,,lazarus group,network,russia,ransomware attack network vulnerability,,,ransomware,Phishing,4,Monitor for Phishing
0.51,2,17,,,network,global,distributed denial service attack public website,,,ddos,Malware,5,Quarantine
0.68,3,11,,anonymous,network,germany,phishing scam targeting corporate account,,,phishing,Ransomware,1,Patch Vulnerability
0.8,4,22,,anonymous,email,north korea,ransomware attack network vulnerability,,,ransomware,Phishing,5,Quarantine
0.69,3,49,,anonymous,web,germany,phishing scam targeting corporate account,,,ddos,DDoS,2,Increase Web Security
0.93,5,30,,,network,usa,phishing email malicious link,,service,ddos,Malware,4,Increase Web Security
0.65,1,40,,unknown,email,global,malware detected email attachment,,,ransomware,Phishing,2,Increase Web Security
0.65,4,45,,lazarus group,network,usa,ransomware attack network vulnerability,,,ddos,Malware,1,Increase Web Security
0.63,2,47,,unknown,email,usa,distributed denial service attack public website,,service,ddos,DDoS,4,Monitor for Phishing
0.67,5,36,,unknown,email,russia,phishing email malicious link,,service,ransomware,DDoS,3,Patch Vulnerability
0.78,4,45,,lazarus group,email,global,phishing email malicious link,,,ddos,Malware,5,Increase Web Security
0.85,2,32,,lazarus group,web,usa,phishing scam targeting corporate account,,,ddos,Phishing,2,Quarantine
0.83,4,30,,,email,north korea,phishing email malicious link,,group device,malware,Ransomware,1,Increase Web Security
0.9,5,22,,,email,usa,ransomware attack network vulnerability,,group device,malware,DDoS,3,Patch Vulnerability
0.94,4,46,,,web,north korea,phishing scam targeting corporate account,,service,phishing,Phishing,5,Quarantine
0.91,3,35,,,web,russia,phishing email malicious link,,group device,malware,Phishing,3,Quarantine
0.51,5,49,,,email,usa,distributed denial service attack public website,,,malware,Ransomware,5,Quarantine
0.87,4,16,,lazarus group,web,germany,ransomware attack network vulnerability,,,phishing,DDoS,4,Monitor for Phishing
0.6,1,48,,unknown,network,russia,distributed denial service attack public website,,service,ddos,DDoS,3,Increase Web Security
0.57,4,31,,,network,north korea,distributed denial service attack public website,,,ddos,Phishing,3,Monitor for Phishing
0.82,3,48,,,web,russia,phishing scam targeting corporate account,,group device,malware,Phishing,3,Quarantine
0.66,2,32,,unknown,web,usa,malware detected email attachment,,,phishing,Ransomware,4,Monitor for Phishing
0.53,2,39,,,email,global,phishing scam targeting corporate account,,service,ddos,Ransomware,1,Monitor for Phishing
0.57,2,27,,unknown,web,global,ransomware attack network vulnerability,,group device,phishing,DDoS,5,Monitor for Phishing
0.5,1,27,,unknown,email,north korea,ransomware attack network vulnerability,,,ransomware,Malware,3,Increase Web Security
0.95,3,19,,lazarus group,network,north korea,phishing scam targeting corporate account,,service,ransomware,DDoS,4,Quarantine
0.51,5,48,,anonymous,web,global,malware detected email attachment,,service,ransomware,Phishing,1,Quarantine
0.6,2,39,,lazarus group,email,north korea,phishing scam targeting corporate account,,,malware,DDoS,5,Increase Web Security
0.71,3,35,,anonymous,email,russia,ransomware attack network vulnerability,,service,ransomware,Malware,4,Monitor for Phishing
0.68,4,16,,anonymous,network,germany,malware detected email attachment,,,ransomware,Ransomware,5,Monitor for Phishing
0.96,1,16,,anonymous,web,germany,ransomware attack network vulnerability,,group device,phishing,Malware,3,Patch Vulnerability
0.52,3,14,,,network,russia,malware detected email attachment,,,ddos,Malware,1,Patch Vulnerability
0.76,3,10,,lazarus group,email,germany,malware detected email attachment,,,phishing,Malware,4,Patch Vulnerability
0.84,5,27,,anonymous,email,usa,phishing scam targeting corporate account,,service,malware,Ransomware,1,Increase Web Security
0.97,3,22,,unknown,web,russia,phishing scam targeting corporate account,,service,ransomware,Malware,3,Quarantine
0.81,5,34,,,email,north korea,phishing scam targeting corporate account,,group device,ddos,Malware,1,Patch Vulnerability
0.9,1,49,,lazarus group,web,russia,malware detected email attachment,,,ransomware,Malware,1,Quarantine
0.54,1,17,,anonymous,network,global,malware detected email attachment,,,ransomware,Phishing,2,Quarantine
0.69,4,19,,unknown,web,north korea,ransomware attack network vulnerability,,,malware,Malware,1,Quarantine
0.69,5,41,,lazarus group,web,global,distributed denial service attack public website,,group device,ransomware,Ransomware,5,Increase Web Security
0.94,5,26,,lazarus group,email,north korea,phishing scam targeting corporate account,,,phishing,Malware,4,Increase Web Security
0.58,2,47,,,email,germany,ransomware attack network vulnerability,,,ddos,Malware,2,Increase Web Security
0.58,2,24,,lazarus group,web,russia,ransomware attack network vulnerability,,,ddos,Ransomware,4,Increase Web Security
0.66,4,24,,,email,usa,phishing email malicious link,,group device,phishing,Malware,4,Patch Vulnerability
0.53,1,49,,anonymous,email,north korea,phishing scam targeting corporate account,,group device,malware,Ransomware,3,Monitor for Phishing
0.59,2,29,,,email,north korea,ransomware attack network vulnerability,,,ransomware,Malware,3,Monitor for Phishing
0.98,3,24,,unknown,web,global,phishing email malicious link,,,ransomware,Ransomware,2,Monitor for Phishing
0.71,1,44,,,email,germany,phishing scam targeting corporate account,,,ddos,Malware,3,Patch Vulnerability
0.82,3,15,,unknown,web,global,malware detected email attachment,,group device,malware,Malware,3,Monitor for Phishing
0.86,5,39,,,email,global,phishing email malicious link,,,malware,Phishing,3,Patch Vulnerability
0.68,1,17,,lazarus group,network,germany,malware detected email attachment,,,malware,Phishing,4,Patch Vulnerability
0.57,4,40,,anonymous,email,usa,distributed denial service attack public website,,,ransomware,Malware,2,Patch Vulnerability
0.6,5,41,,unknown,email,global,distributed denial service attack public website,,,malware,Malware,4,Monitor for Phishing
0.66,5,24,,,web,global,distributed denial service attack public website,,,phishing,DDoS,5,Quarantine
0.82,3,27,,,web,north korea,distributed denial service attack public website,,,phishing,Ransomware,4,Monitor for Phishing
0.7,5,22,,,email,germany,ransomware attack network vulnerability,,,malware,DDoS,5,Monitor for Phishing
0.5,2,33,,lazarus group,network,russia,distributed denial service attack public website,,,phishing,Phishing,1,Increase Web Security
0.76,1,49,,lazarus group,email,usa,ransomware attack network vulnerability,,,ransomware,Phishing,1,Patch Vulnerability
0.96,2,23,,unknown,email,usa,ransomware attack network vulnerability,,,malware,Phishing,5,Quarantine
0.91,3,37,,unknown,network,germany,phishing scam targeting corporate account,,group device,ddos,Phishing,5,Increase Web Security
0.91,3,20,,lazarus group,web,north korea,ransomware attack network vulnerability,,,ransomware,Malware,4,Quarantine
0.9,1,15,,unknown,email,north korea,ransomware attack network vulnerability,,,phishing,Phishing,5,Quarantine
0.66,5,34,,anonymous,web,germany,distributed denial service attack public website,,,phishing,Malware,2,Patch Vulnerability
0.88,4,10,,anonymous,web,north korea,ransomware attack network vulnerability,,,phishing,Malware,1,Monitor for Phishing
0.57,3,34,,lazarus group,network,usa,malware detected email attachment,,,phishing,Phishing,1,Patch Vulnerability
0.83,1,11,,unknown,network,usa,distributed denial service attack public website,,group device,ddos,Phishing,5,Patch Vulnerability
0.82,4,41,,,web,russia,phishing email malicious link,,,ddos,Ransomware,3,Increase Web Security
0.51,5,22,,anonymous,email,germany,distributed denial service attack public website,,group device,phishing,DDoS,3,Patch Vulnerability
0.89,3,42,,lazarus group,web,global,ransomware attack network vulnerability,,service,malware,Phishing,5,Monitor for Phishing
0.95,1,41,,unknown,email,global,malware detected email attachment,,,phishing,Ransomware,2,Quarantine
0.63,1,33,,lazarus group,email,russia,distributed denial service attack public website,,,phishing,Ransomware,3,Patch Vulnerability
0.91,1,36,,,network,russia,malware detected email attachment,,,ddos,DDoS,5,Quarantine
0.54,3,13,,anonymous,email,north korea,phishing email malicious link,,,phishing,Malware,2,Patch Vulnerability
0.8,4,33,,lazarus group,email,russia,phishing email malicious link,,,ddos,Phishing,2,Quarantine
0.74,1,32,,lazarus group,web,russia,phishing scam targeting corporate account,,,ddos,DDoS,4,Patch Vulnerability
0.77,5,38,,lazarus group,network,global,phishing scam targeting corporate account,,group device,ddos,Phishing,2,Increase Web Security
0.96,1,43,,,email,north korea,distributed denial service attack public website,,,phishing,Ransomware,3,Quarantine
0.94,4,30,,lazarus group,email,russia,phishing scam targeting corporate account,,,malware,Ransomware,3,Patch Vulnerability
0.89,3,39,,,network,russia,malware detected email attachment,,service,phishing,Malware,5,Patch Vulnerability
0.64,1,35,,,web,north korea,phishing scam targeting corporate account,,,ransomware,Ransomware,5,Increase Web Security
0.96,1,29,,,network,germany,malware detected email attachment,,,ddos,Ransomware,2,Increase Web Security
0.55,5,25,,anonymous,network,north korea,phishing scam targeting corporate account,,,ddos,DDoS,1,Increase Web Security
0.93,5,12,,anonymous,email,global,phishing scam targeting corporate account,,group device,ransomware,Phishing,4,Quarantine
0.66,1,46,,lazarus group,email,germany,phishing scam targeting corporate account,,,ddos,Phishing,1,Quarantine
0.53,1,49,,lazarus group,web,usa,ransomware attack network vulnerability,,group device,ddos,DDoS,2,Increase Web Security
0.83,5,34,,anonymous,email,north korea,ransomware attack network vulnerability,,,ddos,Malware,2,Monitor for Phishing
0.62,4,32,,unknown,email,global,phishing scam targeting corporate account,,service,ransomware,Phishing,1,Monitor for Phishing
0.62,2,10,,anonymous,network,germany,malware detected email attachment,,,phishing,Ransomware,4,Patch Vulnerability
0.65,2,42,,,email,north korea,distributed denial service attack public website,,,ddos,Phishing,1,Monitor for Phishing
0.53,1,24,,anonymous,web,russia,phishing email malicious link,,group device,malware,Ransomware,5,Patch Vulnerability
0.59,5,26,,,network,north korea,ransomware attack network vulnerability,,,ransomware,Malware,3,Quarantine
0.5,3,43,,lazarus group,web,usa,phishing scam targeting corporate account,,,phishing,DDoS,5,Quarantine
0.72,3,26,,unknown,network,north korea,phishing email malicious link,,service,ransomware,Phishing,3,Monitor for Phishing
0.54,2,13,,lazarus group,email,germany,ransomware attack network vulnerability,,group device,phishing,DDoS,2,Quarantine
0.84,4,22,,,network,germany,distributed denial service attack public website,,,ransomware,Phishing,4,Increase Web Security
0.62,2,13,,,network,north korea,malware detected email attachment,,,phishing,Ransomware,1,Increase Web Security
0.97,1,16,,,email,germany,phishing scam targeting corporate account,,group device,malware,DDoS,4,Monitor for Phishing
0.94,4,18,,unknown,email,russia,distributed denial service attack public website,,,phishing,Phishing,1,Monitor for Phishing
0.64,3,32,,anonymous,web,north korea,ransomware attack network vulnerability,,,ransomware,Ransomware,5,Patch Vulnerability
0.89,5,42,,lazarus group,web,russia,phishing scam targeting corporate account,,,phishing,DDoS,5,Quarantine
0.9,5,42,,lazarus group,email,russia,phishing email malicious link,,,ransomware,DDoS,1,Patch Vulnerability
0.99,1,29,,anonymous,email,global,malware detected email attachment,,,malware,Phishing,4,Patch Vulnerability
0.8,2,13,,lazarus group,email,north korea,ransomware attack network vulnerability,,,malware,Phishing,1,Increase Web Security
0.54,1,10,,unknown,network,germany,malware detected email attachment,,,phishing,Phishing,2,Increase Web Security
0.82,5,43,,lazarus group,network,russia,phishing scam targeting corporate account,,,malware,Ransomware,5,Increase Web Security
0.81,3,36,,,network,global,distributed denial service attack public website,,group device,ddos,Phishing,2,Increase Web Security
0.82,5,30,,anonymous,email,north korea,malware detected email attachment,,service,phishing,DDoS,5,Patch Vulnerability
0.65,4,33,,unknown,web,north korea,phishing email malicious link,,service,phishing,DDoS,5,Increase Web Security
0.93,5,24,,anonymous,email,usa,ransomware attack network vulnerability,,,ransomware,Phishing,3,Quarantine
0.98,5,44,,unknown,network,usa,phishing email malicious link,,service,malware,Phishing,2,Increase Web Security
0.61,4,34,,,network,russia,malware detected email attachment,,service,phishing,Malware,2,Increase Web Security
0.54,2,18,,anonymous,email,usa,distributed denial service attack public website,,,phishing,DDoS,3,Increase Web Security
0.6,5,26,,lazarus group,email,russia,distributed denial service attack public website,,,phishing,Ransomware,4,Monitor for Phishing
0.91,1,30,,unknown,network,germany,phishing email malicious link,,group device,ddos,Malware,2,Quarantine
0.84,5,22,,anonymous,network,russia,phishing scam targeting corporate account,,,malware,Phishing,1,Quarantine
0.82,1,12,,lazarus group,network,usa,phishing scam targeting corporate account,,,phishing,Phishing,3,Patch Vulnerability
0.7,4,13,,anonymous,email,germany,distributed denial service attack public website,,,ddos,DDoS,2,Patch Vulnerability
0.79,5,13,,anonymous,network,usa,phishing email malicious link,,,phishing,Phishing,4,Increase Web Security
0.65,4,37,,anonymous,network,russia,phishing email malicious link,,service,ransomware,Ransomware,2,Monitor for Phishing
0.74,4,16,,unknown,web,global,phishing email malicious link,,group device,malware,DDoS,5,Patch Vulnerability
0.9,2,35,,lazarus group,email,north korea,malware detected email attachment,,service,malware,Phishing,1,Patch Vulnerability
0.99,5,20,,,web,usa,phishing scam targeting corporate account,,,phishing,DDoS,3,Increase Web Security
0.97,1,33,,unknown,web,russia,phishing scam targeting corporate account,,,malware,Phishing,5,Increase Web Security
0.97,1,19,,unknown,network,germany,malware detected email attachment,,service,malware,Phishing,4,Patch Vulnerability
0.7,5,46,,unknown,email,usa,ransomware attack network vulnerability,,,malware,Phishing,5,Patch Vulnerability
0.73,2,22,,,network,usa,malware detected email attachment,,,malware,Ransomware,5,Quarantine
0.85,2,48,,lazarus group,email,north korea,phishing email malicious link,,,ddos,Ransomware,4,Monitor for Phishing
0.96,2,28,,lazarus group,web,russia,malware detected email attachment,,,ddos,DDoS,5,Quarantine
0.57,1,28,,lazarus group,email,global,phishing email malicious link,,,ransomware,Phishing,3,Patch Vulnerability
0.65,4,21,,anonymous,network,germany,distributed denial service attack public website,,,malware,Phishing,2,Quarantine
0.57,2,31,,anonymous,network,russia,phishing email malicious link,,,phishing,Ransomware,5,Quarantine
0.81,1,46,,anonymous,network,germany,phishing scam targeting corporate account,,service,phishing,Phishing,3,Patch Vulnerability
0.65,1,39,,,email,usa,malware detected email attachment,,group device,ransomware,Ransomware,2,Increase Web Security
0.66,4,21,,anonymous,web,north korea,phishing email malicious link,,,phishing,Phishing,2,Patch Vulnerability
0.54,5,38,,,web,north korea,ransomware attack network vulnerability,,,phishing,DDoS,5,Increase Web Security
